prem	hyp	label	annotated_label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	general_q2	subject_q2	object_q2	pairID	genre
We believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services MCCOY offers to the community as a whole.	There is no better time than now to support MCCOY.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	137717e	letters
It means that they gather and interpret their material fairly and argue about its interpretations rationally.	The material is gathered hastily and is argued about irrationally.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	107693c	slate
You will also see  hippie-made  jewellery on sale, especially at the market in Punta Arab?Â­.	The Punta Arab market does not have a jewelry section. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	119175c	travel
oh  that's accommodating	That is disruptive.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	39512c	telephone
Your gift to Goodwill will help us do even more this year because your gift will be used to directly support our work.	Your gift to Goodwill is not appreciated because it hinders our ability to support work.	contradiction	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	107015c	letters
The anthropologist Napoleon Chagnon has shown that Yanomamo men who have killed other men have more wives and more offspring than average guys.	There is a direct correlation between Yanomamo killers and the amount of wives a man has.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	91603e	slate
Come in, please! 	Come in, please! 	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	77359e	verbatim
Mr. Erlenborn attended undergraduate courses at the University of Notre Dame, Indiana University, the University of Illinois, and Loyala University of Chicago.	Mr. Erlenborn earned all of his undergraduate credits at the University of Notre Dame.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	53423c	government
Some are reported as not having been wanted at all.	All are reported as being completely and fully wanted.	contradiction	contradiction	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-	-	-	130903c	slate
I can assure you that your investment in this institution will allow us to continue the long tradition of excellence that is Cathedral High School.	Cathedral High School can continue its tradition of excellent regardless of your investment. 	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	51416c	letters
The only comprehensible explanation is that the vocation that had burrowed in next to medicine had taken control, had insisted.	The only explanation is that the job that had been close to medicine had wrestled control of it.	entailment	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	40708e	slate
And, instead of providing an open-ended guarantee on prices to its distributors, the company would guarantee the price for only two weeks after purchase by the distributor, refusing to take back computers unless they malfunctioned.	Instead of providing open-ended guarantees, the company guarantees the price for only 2 weeks after purchase.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	140826e	oup
It's conceivable that some of these allegations are true, and there's no harm in checking them out, as long as the decedent's family agrees to participate.	Some of the allegations might be true.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	18858e	slate
If any of us at the dental school can be of assistance, please write or call.	The dental school is offering assistance.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	57428e	letters
When we began our research, we were advised by American industry participants to establish better performance measures'for example, how many minutes does it take to make a shirt?	The industry had no comments on our system when we began our research.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	16674c	oup
Many more camper referrals are coming from new organizations such as school social-workers and family counseling agencies.	School social-workers and counseling agencies are some of the campers referrals. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	85265e	letters
Men and women struggling with addictions find healing, forgiveness and the chance to make a new start in life... families living from paycheck to paycheck find comfort, food and emergency assistance... and underprivileged children have the opportunity to eat well-balanced meals and participate in special activities.	underprivileged children will not be able to eat well-balanced meals.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	38436c	letters
and i and i may have been the only one that did both because the mentality in Dallas was that you couldn't like both you had to like one and hate the other	The tradition in Dallas was that you had to like one only.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	76219e	telephone
The route passes in sight of two uninhabited Es Vedr?Â , which hovers like an apparition on the horizon off to the west, and Espalmador, which is popular with yachtsmen for its white-sand beach.	Espalmador is popular with yachtsmen for it's white sand beach.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	40799e	travel
Hatch : Muslims treat Moses as a great prophet.	The Muslims don't speak of Moses.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	74487c	slate
In short, while leaders in Washington believed that the fighters above them had been instructed to take out hostile aircraft, the only orders actually conveyed to the pilots were to ID type and tail.	Washington leaders misunderstood the orders that had been given to the fighter pilots.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	86653e	nineeleven
Agency officials stated that copies of both the initial and the final analysis were submitted to the Chief Counsel for Advocacy at the Small Business Administration as required by section 605(b).	The Chief Counsel for Advocacy at the Small Business Administration did not actually receive either of these analyses.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-	-	-	16521n	government
yeah well i can't i'll you know i say i can't wait for my kids to grow up but i believe i'm going to miss this age when they're gone	I never had any children with my wife.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	85724c	telephone
A roughly approximate atonal pronunciation is thus moo-gwoo .  A family resemblance, to be sure, but far from  me gook. 	Moo-gwoo is the incorrect pronunciation of the word, and me gook is actually correct.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	138728c	verbatim
Together, I believe that we can make a contribution which will be very meaningful for the students at the school.	We could make a meaningful contribution towards the students together.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	93566e	letters
General Arnold later recalled instructing Marr to go ahead and scramble them, and we'll get authorities later.	General Arnold told Marr to hold off on scrambling them because they weren't authorized to do so.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	66928c	nineeleven
Our work has also shown that agencies can do a better job of providing incentives to encourage employees to improve performance and achieve results.	Employee performance can be improved with incentives.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	79346e	government
As a result, product proliferation represents a shift in the curve relating sales volume and variability (see Figure 7.4).	Product proliferation has no effect on the curve relating to sales volume and variability.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	125631c	oup
Moreover, Las Vegas has recently started to show signs of maturity in its cultural status as well.	The culture of Las Vegas has recently matured.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	19578e	travel
This is arguably starting to distort the practice of science itself.	This began to distort scientific practice. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	40103e	slate
It was passed from here through the [operations] center at the White House, from the [shelter].	It was passed from the center to the White House	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	73546c	nineeleven
She'd go, Oh no, he's not mine.	She never once claimed that he wasn't hers. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	58741c	facetoface
Merrion Square West, Dublin 2.	Located in Dublin.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	68456e	travel
How do you propose to get in touch with your would-be employers?	How will you contact your potential employers?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	11020e	fiction
But another aircraft was heading toward Washington, an aircraft about which NORAD had heard  United 93.	There was another plane going toward Washington at that time.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	68755e	nineeleven
"""I have been visiting an old woman in the village, she explained, """"and as Lawrence told me you were with Monsieur Poirot I thought I would call for you."""""""	I don't know anyone in the village. 	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	29186c	fiction
Exhibit 3 presents total national emissions of NOx and SO2 from all sectors, including power.	In Exhibit 3 there are the total national emissions od NOx and SO2 from all sectors, said the report.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	108624n	government
As our consideration of Anselmo and his parents revealed, doing the task for the child severely reduces learning and self-regulation.	Our consideration of Anselmo and his parents showed that by doing the task for the child makes the child have difficulty in reproducing the results on their own.	entailment	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	16054e	oup
Then he gave in.	He would not give in.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	104957c	fiction
No, it was first told to me by my grandmother, who is, um, was my first teacher, and remains my hero.	I've never heard that story before.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	18532c	facetoface
There follows a desexing section on maxims (for  He who laughs last laughs best  read  The last laugh is the best : not only does it not say the same thing but the second is totally lacking in the rhetorical devices packed into the first), and a two-page bibliography, reference notes to chapters, and an index.	The piece contains no reference notes or index, but has a five page bibliography.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	109718c	verbatim
Marr sought authorization to scramble the Otis fighters.	Marr didn't ask for permission to scramble the Otis fighters.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	66929c	nineeleven
The operator must first select the work to be done, put aside the tickets that indicate she performed the sewing appropriate for those bundles and should be paid at the specified rate for the job, open the appropriate bundles, and position the pieces to be joined on the sewing table in preparation for sewing.	Some operators prefer to set aside the tickets first.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	27771n	oup
Never trust a Sather, Bork said softly.	Borker said to never trust a Sather.	entailment	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	90924e	fiction
They must induce children to develop talents, skills, good values, and a sense of accomplishment through engagement not just in activities that are easy and fun, but in ones that are meaningful and challenging'that help them sustain eort in the face of diculty, overcome obstacles, and advance to greater heights.	They have to encourage kids to control their values.	entailment	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	101988c	oup
Carnegie also describes namma-holes and soaks as sources of water.	Gnamma-holes and soaks were described by Carnegie.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	31673e	verbatim
Na, that's the only one they told me.	They told me millions of different ones.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	138943c	facetoface
yeah i was in Peru Peru but um i there weren't as i recall or at least i wasn't aware of that many Americans there except for a very heavy concentration of Peace Corps volunteers this was when the Peace Corps first are started and it was one of the big targets	Aside from the numerous Peace Corps volunteers, I didn't know many Americans there.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128497e	telephone
 What color was it painted?	What color was used to painting it?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	130766e	oup
He had no real answer.	He had the answer.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	76258c	fiction
The father wove an animated tale about a boy named Chaim, who had great diculty remaining quiet during the holiday service.	The single father of two told a boring story.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	76365n	oup
More reserved and remote but a better administrator and financier than his uncle, Charles Brooke imposed on his men his own austere, efficient style of life.	The uncle had no match in administration; certainly not in his inefficient and careless nephew, Charles Brooke.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	133038c	travel
The truth?	That's a lie.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	48453c	slate
Over the past three decades, external forces impinging on the family have transformed parents' and, therefore, children's lives.	Children are exclusively influenced and transformed by how their parents act and behave.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	16273n	oup
It takes a deeper fire than most salamanders can stir, Ser Perth.	Most salamanders can't stir a fire that deep.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	135166e	fiction
He slowed.	He stopped moving so quickly.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	25158e	fiction
Control activities occur at all levels and functions of the entity.	No control activities occur anywhere within the entity	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	67106c	government
In any case, on May 19, 1996, Bin Ladin left Sudan-significantly weakened, despite his ambitions and organizational skills.	Bin Ladin traveled away from Sudan in 1996.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	74000e	nineeleven
Chennai, known until 1996 as Madras, is easy-going, pleasant, and remarkably uncrowded.	Chennai is a laid-back, quiet, and peaceful city.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	124855e	travel
Or they suggest that a confiict be solved by creating new, mutual goals.	Creating new goals doesn't help in conflicts.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	144239c	oup
For as long as he needs it, Goodwill will continue to help.	Goodwill will not help him.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	37900c	letters
Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.	Thankful, the magnet schools started segregating people in Charlotte.	contradiction	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	96410c	slate
Al Qaeda leaders set up a Nairobi cell and used it to send weapons and trainers to the Somali warlords battling U.S. forces, an operation directly supervised by al Qaeda's military leader.	Al Qaeda and Somali warlords worked together on weapons dealing.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	10367e	nineeleven
The operation was not cost  the United States lost two planes.	No equipment was lost in the operation.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	84330c	nineeleven
The following are examples of how agencies engaged employee unions.	The following are examples of how agencies can eradicate employee unions.	contradiction	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	2529c	government
And so, uh, those things come about through the work of reading rather than through listening to some person on the street corner or, uh, gazing on TV.	Those things happen because of the effort required to read instead of listening to someone talk.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	32492e	facetoface
The air defense of America began with this call.	America's air defense had already begun before the call was made.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	69491c	nineeleven
Let us now pass on to the names of some clothing items that Texans borrowed and then passed on to the rest of the  sombrero, mantilla, poncho, rebozo, serape , and huarache .  A number of animals and vegetables followed the same  avocado from aguacate; mesquite; sapodilla from zapote; guayule; coyote; armadillo; ocelot from ocelote; chaparral ; and javalina from jabalina .  Since cattle ranching is common to both sides of the border, it should come as no surprise that there has been an exchange of ranch-related  lariat from la reata; bronco; lasso from lazo; rodeo; chaps from chaparreras; charro; hackamore from j?Â¡quima; mustang from mestengo ; and quirt from cuerda or cuarta .	Texans never borrowed any words from Mexican culture. 	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	107792c	verbatim
Most of Slate will not be published next week, the third and last of our traditional summer weeks off.	Slate's publishing schedule will be altered next week.	entailment	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	91993e	slate
well i meant when when you were when you were growing up i mean like Galveston	You grew up in Galveston.	entailment	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	55976e	telephone
They aren't breaking any promises if they decide to take their ball and go home.	If they go home they aren't breaking promises.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128469e	slate
Why is reading so important?	The reading is not important.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	92667c	facetoface
In kampung workshops you can watch fantastic birds and butterflies being made of paper (and increasingly, nowadays, of plastic, too) drawn over strong, flexible bamboo frames.	Fantastic birds and butterflies can be seen being made of paper in the kampung workshops.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	110441e	travel
Again, let me assure you that we would appreciate receiving one million dollars from you and each of our 161 alumni.	Getting one million dollars from you and 161 other people would make us very appreciative. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	61396e	letters
In many other places, the ancient sites lay buried'and still do'beneath modern  modern property owners quite understandably take a dim view of tearing down their buildings on the off chance that the remnants of an ancient town will be found several yards below.	All ancient places have been investigated. 	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	55090c	verbatim
(It may resemble Dungeons &amp	It could look like Dungeons and	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	134281e	slate
um-hum yeah we're still pretty much you know in winter as far as that goes here	You know, we're still in the summer time.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	88990c	telephone
When most people think of apparel design, they see fashion designers and models on runways.	People imagine designers and models in fashion shows, when they think of apparel design.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	28184e	oup
Consider a study of the relationship of maternal employment to first graders' academic and social competence.	Consider a study of first graders' academic and social skills in relation to their mothers' employment. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	71720e	oup
In 1996, these figures will triple.	This amount will triple in 1996.	entailment	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	98156e	letters
Um, but he'd bend down and stay down to help that dog.	The dog needed help so he bent down.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	38145e	facetoface
And as our discussion in Chapter 6 will reveal, on the whole, the quality of American child care'whether center-based or home-based'is mediocre to abysmal.	American child-care tends to range from mediocre to dreadful.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	6663e	oup
Regardless of how customization was done in the past, consumers paid more for the end product.	Consumers do not require any customized products.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	72258c	oup
To be sure, it is the most common meaning, which is why it is listed first.	The most common meaning was listed first off.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	69236e	verbatim
It's all right.	It is well.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	80092e	fiction
Several FAA air traffic control officials told us it was the air carriers' responsibility to notify their planes of security problems.	Air traffic control officials did not think that air carriers were responsible for notifying their planes of security problems.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	39128c	nineeleven
However, crashing real estate prices had a domino effect on the rest of the economy, and in the early 1990s Japan slipped quickly into stagnation and then recession.	In the early 1990s Japan slipped quickly into stagnation, and then recession, because crashing real estate prices had a domino effect on the rest of the economy.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	2160e	travel
Finding the correct parts for a shirt can often involve a hunt through the plant.	There's never any need to hunt for a shirt's correct parts.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	142466c	oup
About thirty years ago, when I was concocting an epicurean dish and saw that I had no sherry on hand, I went to the liquor store and bought a bottle of muscatel that was being sold for an absurdly low price and that I thought might be exactly right for my sauce.	Thirty years ago I ran out of sherry while making a dish so I bought a bottle of muscatel really cheap. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	26260e	verbatim
"""By placing â€one card â€on another â€with mathematical â€precision!"""" I watched the card house rising under his hands, story by story. """	I could not stand watching him build a card house, so I left.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	304c	fiction
All these sites will automatically lead into George Dubbawya's Web site (www.georgewbush.com).	These sites have nothing to do with George W. Bush's website.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	18892c	slate
THE GIRL SCOUT PROMISE On my honor, I will try To serve god and my country, To help people at all times, And to live by the Girl Scout Law.	A part of the Girl Scout promise is the help people at all times.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	95720e	letters
For more than a century, the U.S. federal and state governments have investigated sweatshops in the garment industry, including the role of immigrants, and have adopted legislation to ameliorate their impact on workers and consumers.	The U.S. government tries to find sweatshops in the garment industry.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	141087e	oup
Other functional components of the Postal Service are presumed here not to exhibit significant scale economies, although this has not been demonstrated.	The Postal Service are assumed to not have significant scale economies.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	125021e	government
From here it's all through the charming hillside village of Saint-Claude, with its upper-income homes, and on toward the summit or as far as the gendarmes are allowing traffic to proceed that day.	The gendarmes pay no attention to the flow of traffic.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	23338c	travel
But if we didn't want to work with them, we shouldn't get them into anything with the mil, military, such as, informing on them, or something like that.	We should involve them with everything military so we can work together with them.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	106191c	facetoface
The elements of this example, repeated across millions of individual tasks, encapsulates the difference between an advanced industrial economy with a high standard of living and a less developed country with a low standard of living.	This example shows elements of advanced and less developed economies. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	124638n	government
yeah i know and i did that all through college and it worked too	That worked for me when I did it throughout college	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	101415e	telephone
That is where I happened to open this book, where I closed it, and why this review is so brief.	This review is long because of where I opened and closed the book.	contradiction	contradiction	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	7632c	verbatim
So you'll go back to school if that doesn't work out?	If your plans don't work out will you return to school?	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	38071e	facetoface
Let's head off an auxiliary crisis before it happens!	We should let an auxiliary crisis happen without interference. 	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	103508c	letters
The paper marker identifies each piece in the layout so that the cloth pieces for individual apparel items can be put together after the fabric is cut.	The paper marker makes putting together the items more efficient.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	102098n	oup
yeah and they've got those bins that just stay there and they decorated them real cute you know with a bunch of big old flowers and stuff	The bins just stay there and are decorated.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	112965e	telephone
There should be someone here who knew more of what was going on in this world than he did now.	He knew things, but hoped someone else knew more. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128542e	fiction
I forgot about comic books!	We have talked for hours about comic books.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	17648c	facetoface
Here you'll find the finest leather goods and of-the-moment fashions from all the predictable high-priests (Valentino, Armani, Versace, Gucci, Missoni, etc. ). A number of classic men's clothing meccas such as Cucci (with a C), Brioni, and Battistoni are still going strong.	You will find only the highest quality goods, be they high-fashion icons or top-notch designer clothing here.	entailment	entailment	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	1408e	travel
As the above clues demonstrate, a Graphic CE should be accompanied not only by a flag but also by a Semantic CE.	A graphic CE should have a flag and Semantic CE with it. 	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	102112e	verbatim
Your gifts have helped him grow, too, by providing the training and support Joe's tutors have needed, buying the books, Joe used, and giving him the opportunity to meet and learn with other adult learners from Indianapolis and around the country.	Your donations have helped Joe's tutors receive the necessary training, buy the books he used and give him the chance to meet and learn with other adult learners.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	141682e	letters
It began in medieval Europe, and in the late 20th century it is everywhere in the world.	It spread across the world after beginning in Europe.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	64856e	verbatim
Barn is compounded from the Old English words beren `barley' + ern `house.	Barn is a compound word from Old English words	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	82486e	verbatim
I just had a report that American 11 is still in the air, and it's on its way towards-heading towards Washington.	American 11 is no longer in the air and not heading towards any destination.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	53346c	nineeleven
that an anagram is lurking nearby.	Nowhere in the vicinity is an anagram to be seen.	contradiction	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	81018c	verbatim
F-15 fighters were scrambled at 8:46 from Otis Air Force Base.	Fighter jets were dispatched from Otis Air Force Base.	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	-	-	-	16220e	nineeleven
News argues that most of America's 93 million volunteers aren't doing much good.	News says that a lot of America's volunteers are not helping.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	8111e	slate
Your investment is critical to making our community a better place.	We have a ton of donations and a surplus in our budget!	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	23015c	letters
he's not a starter	He is the one they always have starting.	contradiction	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	61466c	telephone
Between these is an occasional flash of useful wisdom, much of it pretty well covered by other books of this type (which seem to be proliferating).	Though there is the odd bit of useful information, most of it has been covered in the growing number of other books on this subject.	entailment	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	128712e	verbatim
so i'll probably say you know it's like well we've been talking for five six minutes so okay	We started talking 5 or 6 minutes ago.	entailment	entailment	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	137727e	telephone
After it has been installed, the DOS, as it is called (once identified, nothing in computerese is ever called by its full name  a Personal Computer becomes a PC; a Disk Operating System becomes a DOS; if it is made by a company called MicroSoft, it is called MS/DOS), performs certain functions, though rarely any that anyone but a computer specialist would want to perform.	Nothing in computer sense is called by its full name.	entailment	entailment	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	1278e	verbatim
Many Lakeland hotels also quote a D, B and B (dinner, bed, and breakfast) rate, which includes the evening meal and is often quite cost-effective.	The only way to stay at a Lakeland hotel is to pay for a full-day package, which includes 3 meals and is often quite expensive. 	contradiction	contradiction	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-	-	-	2619c	travel
Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...	Emotional habits and dreams are always derived from candy and popcorn.	contradiction	neutral	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	71974c	slate
Throughout this book'and especially in Chapter 5, which addresses the development of children with physical and mental disabilities'we will see many more examples of these synergistic eects.	The development of children with disabilities is addressed in chapter 5. 	entailment	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	138770e	oup
Possibly no other country has had such a turbulent history.	The country's history has been largely peaceful.	contradiction	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	38204c	travel
