	Unnamed: 0	prem	hyp	label	lexical_linguistic	syntactic_linguistic	factivity_linguistic	negation_logic	boolean_logic	quantifier_logic	conditional_logic	comparative_logic	relational_reasoning	spatial_reasoning	temporal_reasoning	causal_reasoning	coreference_reasoning	world_knowledge	taxonomic_knowledge	pairID	genre	s1	s2	bag_of_words	aloxatel/bert-base-mnli	esim
5007	7283	This overall increase is mirrored by growth in the average number of new SKUs introduced per year by apparel business units, which increased from 2,368 in 1988 to 3,688 in 1992.	There were a lot of new SKUs introduced each year.	entailment	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	141338e	oup	This overall increase is mirrored by growth in the average number of new SKUs introduced per year by apparel business units, which increased from 2,368 in 1988 to 3,688 in 1992.	There were a lot of new SKUs introduced each year.	neutral	entailment	entailment
5008	7284	That's best thing, that's the best play right now.	That's the best strategy at the moment.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25314e	nineeleven	That's best thing, that's the best play right now.	That's the best strategy at the moment.	entailment	entailment	entailment
5009	7285	Pearl Jam detractors still can't stand singer Eddie  They say he's unbearably self-important and limits the group's appeal by refusing to sell out and make videos.	Everyone loves Eddie, because he is so humble.	contradiction	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	21770c	slate	Pearl Jam detractors still can't stand singer Eddie  They say he's unbearably self-important and limits the group's appeal by refusing to sell out and make videos.	Everyone loves Eddie, because he is so humble.	contradiction	contradiction	contradiction
5010	7286	Even though I had freedom when I was, you know, home, whatever, but I still had a curfew.	I was able to do what I liked home, but only withing reasonable hours.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	110392n	facetoface	Even though I had freedom when I was, you know, home, whatever, but I still had a curfew.	I was able to do what I liked home, but only withing reasonable hours.	neutral	entailment	neutral
5011	7287	We were very proud that our class stepped up and made a difference for young deserving students -just like we were 20 years ago back in 1980!	We did not deserve anything and neither do these students.  	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	108577c	letters	We were very proud that our class stepped up and made a difference for young deserving students -just like we were 20 years ago back in 1980!	We did not deserve anything and neither do these students.  	neutral	contradiction	contradiction
5012	7288	Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.	The word onomatopoeia was not historic from Aristophanes.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	141527c	verbatim	Onomatopoeia has a long, honorable, and pleasurable history'from Aristophanes' brek-ke-kex ko-ax ko-ax to Kermit's ribbet, ribbet 'from majestic lines in ancient epic poetry to simple, homey words like plop, splash , and murmur .  In every language and time, the sound and look of some words have given clues to their  their sound has suggested their sense.	The word onomatopoeia was not historic from Aristophanes.	neutral	contradiction	contradiction
5013	7290	When the vacuum pump comes on, five pounds of force per square foot push down on the fabric.	WHen the pump starts up, the force is on the thread.	contradiction	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	123527c	oup	When the vacuum pump comes on, five pounds of force per square foot push down on the fabric.	WHen the pump starts up, the force is on the thread.	entailment	entailment	contradiction
5014	7291	he's a college graduate type guy he's been in all he's an entrepreneur and he gives very practical financial advice about cars very you know not not nothing college level basic stuff his name is Bruce Williams he's on national radio uh i don't know what it would be down there you might want to whatever your radio talk shows are down there he's on that channel it's uh it's five seventy up here	the entrepreneur advises people about the financial aspect of cars	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	134641e	telephone	he's a college graduate type guy he's been in all he's an entrepreneur and he gives very practical financial advice about cars very you know not not nothing college level basic stuff his name is Bruce Williams he's on national radio uh i don't know what it would be down there you might want to whatever your radio talk shows are down there he's on that channel it's uh it's five seventy up here	the entrepreneur advises people about the financial aspect of cars	contradiction	entailment	entailment
5015	7292	Figure 14.5 shows our basic results in regard to average profit margin for different levels of technology adoption.	The basic results are shown in figure 14.5.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	55515e	oup	Figure 14.5 shows our basic results in regard to average profit margin for different levels of technology adoption.	The basic results are shown in figure 14.5.	contradiction	entailment	entailment
5016	7293	The enterprises that compose the apparel and textile industries manufacture a wide variety of products, and the mix has also changed since the postwar era.	Apparel and textile industry enterprises manufacture many different products, which have changed since the postwar era.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6666e	oup	The enterprises that compose the apparel and textile industries manufacture a wide variety of products, and the mix has also changed since the postwar era.	Apparel and textile industry enterprises manufacture many different products, which have changed since the postwar era.	entailment	entailment	entailment
5017	7294	Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.	The Legacy Golf Club is outside the city limits.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8797e	travel	Also beyond city limits is the Legacy Golf Club in the nearby suburb of Henderson.	The Legacy Golf Club is outside the city limits.	entailment	entailment	contradiction
5018	7295	For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.	Mandatory account proposals are likely to increase savings by forcing people to save.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	92163e	government	For instance, mandatory account proposals are more likely to increase private saving because such a program would require households that do not currently save-such as many low-income individuals or families-to place some amount in an individual account.	Mandatory account proposals are likely to increase savings by forcing people to save.	neutral	entailment	neutral
5019	7296	and the other thing is the cost it's almost prohibitive to bring it to a dealer	The cost of fixing it makes it hard to bring it to a dealer.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	118460n	telephone	and the other thing is the cost it's almost prohibitive to bring it to a dealer	The cost of fixing it makes it hard to bring it to a dealer.	neutral	entailment	entailment
5020	7297	Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.	The NMCC heard about the hijacking of United 93 at 10:03.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5723e	nineeleven	Transmission of the Authorization from the White House to the Pilots The NMCC learned of United 93's hijacking at about 10:03.	The NMCC heard about the hijacking of United 93 at 10:03.	entailment	entailment	entailment
5021	7298	Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match.	Islam contains some extreme and fundamentalist traditions.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18422e	nineeleven	Yet as political, social, and economic problems created flammable societies, Bin Ladin used Islam's most extreme, fundamentalist traditions as his match.	Islam contains some extreme and fundamentalist traditions.	entailment	entailment	entailment
5022	7299	Citing the Soviet army's withdrawal from Afghanistan as proof that a ragged army of dedicated Muslims could overcome a superpower, he told the  We are certain that we shall-with the grace of Allah-prevail over the Americans.	Muslims army managed to draw out the Soviet army from Afghanistan.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	132865e	nineeleven	Citing the Soviet army's withdrawal from Afghanistan as proof that a ragged army of dedicated Muslims could overcome a superpower, he told the  We are certain that we shall-with the grace of Allah-prevail over the Americans.	Muslims army managed to draw out the Soviet army from Afghanistan.	entailment	contradiction	entailment
5023	7300	Several of its beaches are officially designated for nudism (known locally as naturisme) the most popular being Pointe Tarare and a functionary who is a Chevalier de la L??gion d'Honneur has been appointed to supervise all aspects of sunning in the buff.	There are a number of nude beaches.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	103364e	travel	Several of its beaches are officially designated for nudism (known locally as naturisme) the most popular being Pointe Tarare and a functionary who is a Chevalier de la L??gion d'Honneur has been appointed to supervise all aspects of sunning in the buff.	There are a number of nude beaches.	neutral	entailment	entailment
5024	7301	Markets certainly have not disappeared, but these relationships have been transformed.	Market relationships have transformed.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37599e	oup	Markets certainly have not disappeared, but these relationships have been transformed.	Market relationships have transformed.	entailment	entailment	entailment
5025	7302	The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.	Women who are on welfare will not qualify for the implant.	contradiction	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108847c	slate	The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.	Women who are on welfare will not qualify for the implant.	neutral	contradiction	contradiction
5026	7303	I don't know what I would have done without Legal Services, said James. 	James said Legal Services helped him a lot.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	145472e	government	I don't know what I would have done without Legal Services, said James. 	James said Legal Services helped him a lot.	entailment	neutral	neutral
5027	7304	The law school's 5,900 alumni are a distinguished group.	The 5,900 alumni of the law school have faded into the woodwork.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25923c	letters	The law school's 5,900 alumni are a distinguished group.	The 5,900 alumni of the law school have faded into the woodwork.	entailment	contradiction	contradiction
5028	7305	There are actually three winding roads, or the Grande, the high road, starting out from the Avenue des Diables-Bleus in Nice; the Moyenne, the middle one, beginning at Place Max-Barel; and the Basse, along the coast from Boulevard Carnot, but usually jammed with traffic.	The Moyenne is a modern four-lane highway that runs straight from Nice to Paris.	contradiction	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	48842c	travel	There are actually three winding roads, or the Grande, the high road, starting out from the Avenue des Diables-Bleus in Nice; the Moyenne, the middle one, beginning at Place Max-Barel; and the Basse, along the coast from Boulevard Carnot, but usually jammed with traffic.	The Moyenne is a modern four-lane highway that runs straight from Nice to Paris.	contradiction	contradiction	contradiction
5029	7306	In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy genteel retirement.	I moved to Victoria in 1984.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	97314e	verbatim	In June 1984 I moved from Ottawa to Victoria, on Vancouver Island, where I now enjoy genteel retirement.	I moved to Victoria in 1984.	entailment	entailment	entailment
5030	7308	Bin Ladin was prepared to pick up where he had left off in Sudan.	Bin Laden wanted to pick up where he left off in Sudan. 	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138934e	nineeleven	Bin Ladin was prepared to pick up where he had left off in Sudan.	Bin Laden wanted to pick up where he left off in Sudan. 	entailment	entailment	entailment
5031	7309	This is especially true on Menorca, where cold winter winds limit the season's length.	This is especially untrue on Menorca, where warm summer weather extends the season's length.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60456c	travel	This is especially true on Menorca, where cold winter winds limit the season's length.	This is especially untrue on Menorca, where warm summer weather extends the season's length.	entailment	contradiction	contradiction
5032	7310	Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.	The accounting model needs to be updated in addition to the acquisition model.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	112402c	government	Although the accounting and reporting model needs to be updated, in my view, the current attest and assurance model is also out of date.	The accounting model needs to be updated in addition to the acquisition model.	entailment	neutral	neutral
5033	7311	so are can i just ask you are you Canadian	Are you from Canada?	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144063e	telephone	so are can i just ask you are you Canadian	Are you from Canada?	contradiction	entailment	entailment
5034	7312	because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in	My mother made me take over the things that my dad fell short it.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	107152c	telephone	because i don't want to my mother was also a domineering type of personality because she had to take over the things that my dad fell short in	My mother made me take over the things that my dad fell short it.	entailment	entailment	entailment
5035	7313	In a moment or two he was back. 	He went back in just a few moments. 	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54213e	fiction	In a moment or two he was back. 	He went back in just a few moments. 	neutral	entailment	entailment
5036	7314	The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.	Most of the houses on Kastro date back to the 14th century.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	85403n	travel	The oldest continually occupied settlement on the island is Kastro, where most of the buildings date from the 14th century and were laid out in a circular pattern atop a rocky outcrop 100 m (300 ft) above the east coast.	Most of the houses on Kastro date back to the 14th century.	entailment	entailment	entailment
5037	7315	Shootdown authority was first communicated to NEADS at 10:31.	At 10:31, NEADS received a communication.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	69631e	nineeleven	Shootdown authority was first communicated to NEADS at 10:31.	At 10:31, NEADS received a communication.	neutral	entailment	entailment
5038	7316	Recently I met a guy at a party over at San Barenakedino's.'	I met a guy at a party that I went to. 	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9797e	fiction	Recently I met a guy at a party over at San Barenakedino's.'	I met a guy at a party that I went to. 	entailment	entailment	entailment
5039	7317	saving that did not finance domestic investment would increase net foreign investment and improve the current account balance.	The current account balance can be improved slightly.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	145846e	government	saving that did not finance domestic investment would increase net foreign investment and improve the current account balance.	The current account balance can be improved slightly.	neutral	entailment	neutral
5040	7318	In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.	This model is not useful for seeing how certain budget policies affect national saving, as the model does not record that.	contradiction	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	23756c	government	In particular, the model provides a useful framework for assessing the long-term implications of alternative budget policies through their effect on national saving.	This model is not useful for seeing how certain budget policies affect national saving, as the model does not record that.	contradiction	contradiction	contradiction
5041	7319	A full-blown textile industry therefore blossomed in New England, fostered by the region's access to abundant water power, capital, mechanical skills, and a hardworking labor force.	The textile industry expanded in New England.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35129e	oup	A full-blown textile industry therefore blossomed in New England, fostered by the region's access to abundant water power, capital, mechanical skills, and a hardworking labor force.	The textile industry expanded in New England.	entailment	entailment	entailment
5042	7320	But the parent who fails to respond promptly and predictably, intervening only after the baby has become extremely agitated, teaches the infant to rise rapidly to intense distress.	A parent who does not respond quickly and in a consistent manner will teach the baby to rise quickly to distress.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	124389e	oup	But the parent who fails to respond promptly and predictably, intervening only after the baby has become extremely agitated, teaches the infant to rise rapidly to intense distress.	A parent who does not respond quickly and in a consistent manner will teach the baby to rise quickly to distress.	entailment	entailment	entailment
5043	7321	Garlic is compounded from the Old English gar `spear,' and leac `leek.	"In Old English, the word ""gar"" means ""spear""."	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	134873e	verbatim	Garlic is compounded from the Old English gar `spear,' and leac `leek.	"In Old English, the word ""gar"" means ""spear""."	entailment	entailment	entailment
5044	7322	Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future.	The contributions provide a mentor and hope for a child.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	106968n	letters	Your $1,000 contribution can put a mentor in a child's life-and hope in a child's future.	The contributions provide a mentor and hope for a child.	neutral	entailment	entailment
5045	7323	Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia.	The offices in Asia charged high prices to retailers, destroying their relationship.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	97606c	oup	Beginning in the 1970s, retailers expanded their offshore sourcing efforts, especially after quality standards improved, establishing sourcing offices and relationships in low-wage countries, particularly in Asia.	The offices in Asia charged high prices to retailers, destroying their relationship.	neutral	contradiction	contradiction
5046	7324	Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.	Retailers routinely hold fashion goods in finished goods inventory to the happiness of Manufacturers.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	72230c	oup	Therefore, it is not surprising that most replenishment products are basics or fashion-basics with relatively stable  Manufacturers are unwilling to hold speculative stock to meet replenishment requests from retailers for fashion products because the risk of holding those fashion goods in finished goods inventory is too high.	Retailers routinely hold fashion goods in finished goods inventory to the happiness of Manufacturers.	entailment	contradiction	contradiction
5047	7325	Kentucky officials say there is a virtual epidemic of abusive relationships in the state.	There is a lot of domestic abuse in Kentucky.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	88969e	government	Kentucky officials say there is a virtual epidemic of abusive relationships in the state.	There is a lot of domestic abuse in Kentucky.	neutral	entailment	neutral
5048	7326	That is well. 	That is unwell.	contradiction	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	130780c	fiction	That is well. 	That is unwell.	entailment	contradiction	contradiction
5049	7327	We have already described some specific ways that managers can think about integration of new information technologies and manufacturing practices.	Managers can think about integration of new technologies in any of the ways we have described.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	91152e	oup	We have already described some specific ways that managers can think about integration of new information technologies and manufacturing practices.	Managers can think about integration of new technologies in any of the ways we have described.	entailment	entailment	entailment
5050	7328	TEST ORGANISMS	Test Rocks	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57369c	government	TEST ORGANISMS	Test Rocks	neutral	neutral	entailment
5051	7329	right right they left a woman and a child or the cat the sheep yeah	They let a woman and child remain, or it might have been the cat or sheep.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	132516e	telephone	right right they left a woman and a child or the cat the sheep yeah	They let a woman and child remain, or it might have been the cat or sheep.	entailment	entailment	entailment
5052	7330	For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	There is no way to peg an exact life expectancy to equipment.	contradiction	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	138451c	government	For example, computers and related equipment have an estimated annual depreciation rate of 31 percent,7 and new versions of software applications are released every few years.	There is no way to peg an exact life expectancy to equipment.	contradiction	contradiction	contradiction
5053	7331	As outlined during recent meetings of the Board of Visitors and Alumni Association Directors, these will include an Indianapolis law student/alumni telephone campaign and increased emphasis on giving at the Maennerchor Society level.	During meetings of the Board of Visitors and Alumni Association Directors, telephone campaigns were discussed.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	145388e	letters	As outlined during recent meetings of the Board of Visitors and Alumni Association Directors, these will include an Indianapolis law student/alumni telephone campaign and increased emphasis on giving at the Maennerchor Society level.	During meetings of the Board of Visitors and Alumni Association Directors, telephone campaigns were discussed.	entailment	entailment	entailment
5054	7332	More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.	Airlines don't produce much profit but have become highly productive. 	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	128743c	slate	More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.	Airlines don't produce much profit but have become highly productive. 	neutral	entailment	contradiction
5055	7333	Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).	The reason for the growth of aggregate wealth in households is the appreciating market value of existing assets following the mid 90s.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28862e	government	Since the mid 1990s, aggregate household wealth has swelled relative to disposable personal income, largely due to increases in the market value of households' existing assets (see figure 1.2).	The reason for the growth of aggregate wealth in households is the appreciating market value of existing assets following the mid 90s.	entailment	entailment	entailment
5056	7334	We were staying here in Albemarle.	Albemarle is where we were residing.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	89410e	facetoface	We were staying here in Albemarle.	Albemarle is where we were residing.	contradiction	entailment	entailment
5057	7336	This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.	Star Pitiful Helpless Giant is a show on WGN.	contradiction	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	98274c	slate	This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.	Star Pitiful Helpless Giant is a show on WGN.	entailment	contradiction	entailment
5058	7337	Under  L,  entries include Latin/Greek , defined by Aphra Behn, cited in Dale Spender's book, as `Secret codes supplied through an education traditionally denied women.	Latin and Greek are among tings that are not traditionally taught to women. 	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8291e	verbatim	Under  L,  entries include Latin/Greek , defined by Aphra Behn, cited in Dale Spender's book, as `Secret codes supplied through an education traditionally denied women.	Latin and Greek are among tings that are not traditionally taught to women. 	neutral	entailment	neutral
5059	7338	Speed of delivery has increasingly become part of the competitive equation.	How fast things are delivered is an essential part of being competitive.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	135092e	oup	Speed of delivery has increasingly become part of the competitive equation.	How fast things are delivered is an essential part of being competitive.	neutral	entailment	entailment
5060	7339	Examples of franglais which they find particularly monstrous are, I hear, to be condemned to a newly created  Mus??e des horreurs. 	They think some franglais are great.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	96122c	verbatim	Examples of franglais which they find particularly monstrous are, I hear, to be condemned to a newly created  Mus??e des horreurs. 	They think some franglais are great.	neutral	contradiction	contradiction
5061	7340	yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session	Even if they say its more positive than what it seems we will have to go to a counseling session. 	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	129834e	telephone	yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session	Even if they say its more positive than what it seems we will have to go to a counseling session. 	entailment	entailment	entailment
5062	7341	It spoke of thousands of years, even before the times of the old empire.	It was older than the old Empire.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	114916e	fiction	It spoke of thousands of years, even before the times of the old empire.	It was older than the old Empire.	neutral	entailment	entailment
5063	7342	According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students.	According to David Schmidt, the upgraded lounge is the most important thing for the students.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	123049n	letters	According to fourth-year student David Schmidt, who serves as president of the Students Affairs council, the upgraded lounge is a priority for the students.	According to David Schmidt, the upgraded lounge is the most important thing for the students.	entailment	entailment	neutral
5064	7343	The advent of the Bronze Age (about 3200 b.c. ), and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacah??y??k near Ankara.	The tomb of Troy is full of bronze and silver treasure.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	51347c	travel	The advent of the Bronze Age (about 3200 b.c. ), and the spread of city-states ruled by kings, is marked by the appearance of royal tombs containing bronze objects in such places as Troy in the west, and Alacah??y??k near Ankara.	The tomb of Troy is full of bronze and silver treasure.	entailment	neutral	entailment
5065	7344	Under the budget deal, by 2002, national defense will consume about $273 billion a year compared with $267 billion now.	The national defense budget will decrease by 2002.	contradiction	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	74509c	slate	Under the budget deal, by 2002, national defense will consume about $273 billion a year compared with $267 billion now.	The national defense budget will decrease by 2002.	entailment	contradiction	contradiction
5066	7345	Benson's action picture in Lucia in London (Chapter 8):  Georgie stepped on a beautiful pansy. 	Georgie crushed a an horrible looking flower in Chapter 8 of Lucia in London.	contradiction	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	139870c	verbatim	Benson's action picture in Lucia in London (Chapter 8):  Georgie stepped on a beautiful pansy. 	Georgie crushed a an horrible looking flower in Chapter 8 of Lucia in London.	contradiction	contradiction	contradiction
5067	7346	In keeping with other early Buddhist tenets, there is no figurative representation of Buddha here, However, there is a large gilded statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to have grown from a sapling of the first one that stood here 2,500 years ago.	There are several figurative representations of Buddha located there.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81356c	travel	In keeping with other early Buddhist tenets, there is no figurative representation of Buddha here, However, there is a large gilded statue from a later period inside, and behind the temple are the spreading branches and trunks of the sacred Bodhi Tree, which is said to have grown from a sapling of the first one that stood here 2,500 years ago.	There are several figurative representations of Buddha located there.	contradiction	contradiction	entailment
5068	7347	Shortly after the first call, Barbara Olson reached her husband again.	Barbara Olson was able to speak to her husband.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	124414e	nineeleven	Shortly after the first call, Barbara Olson reached her husband again.	Barbara Olson was able to speak to her husband.	neutral	entailment	entailment
5069	7348	Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier? 	Was it something done in the spur of the moment, or was this already a plan for a long time?	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38925e	fiction	Was it a sudden decision on his part, or had he already made up his mind when he parted from me a few hours earlier? 	Was it something done in the spur of the moment, or was this already a plan for a long time?	neutral	entailment	entailment
5070	7349	She will step down from the court in December 2002.	She's going to step down from the court in the winter of 2002.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34259e	government	She will step down from the court in December 2002.	She's going to step down from the court in the winter of 2002.	entailment	entailment	entailment
5071	7350	NEADS reported to the Continental U.S.	France is the base of NEADS.	contradiction	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	54928c	nineeleven	NEADS reported to the Continental U.S.	France is the base of NEADS.	contradiction	contradiction	entailment
5072	7351	Pro-Microsoft analysts spin this as a heroic sacrifice, removing the lightning rod whose seemingly disingenuous testimony has ostensibly driven the DOJ to the verge of demanding the company's breakup.	Pro-Apple analysts say that was a sacrifice for the company.	contradiction	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80458c	slate	Pro-Microsoft analysts spin this as a heroic sacrifice, removing the lightning rod whose seemingly disingenuous testimony has ostensibly driven the DOJ to the verge of demanding the company's breakup.	Pro-Apple analysts say that was a sacrifice for the company.	neutral	contradiction	entailment
5073	7352	Journalists and other commentators have sometimes taken a facetious view of the situation, suggesting that person , itself, is sexist because -son denotes `male offspring,' that words like manhole are sexist, and that even woman ( wo + man ) is sexist.	Journalists and commentators take the idea of sexism in language very seriously.	contradiction	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	71570c	verbatim	Journalists and other commentators have sometimes taken a facetious view of the situation, suggesting that person , itself, is sexist because -son denotes `male offspring,' that words like manhole are sexist, and that even woman ( wo + man ) is sexist.	Journalists and commentators take the idea of sexism in language very seriously.	neutral	neutral	neutral
5074	7353	Uh, they're speculating it's from the aircraft.	They think it is from the aircraft.	entailment	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79785e	nineeleven	Uh, they're speculating it's from the aircraft.	They think it is from the aircraft.	entailment	entailment	entailment
5075	7354	Even though national saving remains relatively low by U.S. historical standards, economic growth in recent years has been high because more and better investments were made.	Americans are not saving much.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20882e	government	Even though national saving remains relatively low by U.S. historical standards, economic growth in recent years has been high because more and better investments were made.	Americans are not saving much.	neutral	neutral	contradiction
5076	7355	oh hum well uh i haven't for some reason have never really gotten enthused about football in the summer from from the the World League	Football is active in the summer.	entailment	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	59517e	telephone	oh hum well uh i haven't for some reason have never really gotten enthused about football in the summer from from the the World League	Football is active in the summer.	contradiction	entailment	contradiction
5077	7356	The tip was hooked towards the edge, the same way the tips are hammered for knives used for slaughter.	They were weapons used to kill.	entailment	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	121360e	fiction	The tip was hooked towards the edge, the same way the tips are hammered for knives used for slaughter.	They were weapons used to kill.	neutral	entailment	entailment
5078	7357	(For more information on BLM's senior executive performance plans, see app.	You can find more information from the senior executive's plan.	entailment	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	112688e	government	(For more information on BLM's senior executive performance plans, see app.	You can find more information from the senior executive's plan.	entailment	entailment	entailment
